Area,BHK,Bathroom,Furnishing,Location,District,Locality,Parking,Status,Transaction,Type,Price
1500,2,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,3,Ready_to_move,New_Property,Builder_Floor,13000000
2000,4,4,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,2,Ready_to_move,New_Property,Builder_Floor,36000000
1300,3,3,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,1,Ready_to_move,Resale,Builder_Floor,10000000
1290,3,2,Semi-Furnished,Malviya Nagar,South Delhi,Malviya Nagar,2,Ready_to_move,Resale,Builder_Floor,20000000
900,2,3,Semi-Furnished,Malviya Nagar,South Delhi,"Malviya Nagar carpet area 100 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North overlooking Garden/Park, Main Road car parking 2 Open bathroom 3 balcony 2 ownership Freehold It's a Corner three story building, located in South Delhi. Amenities like Market, Schools, Hospitals, Parks, Gyms, Study Centers, Temple are all around. Very Close to Malviya Nagar Metro and Haus Khas Metro Station. Centerlize place to live. Whether you go to Gurgaon or Noida Or to other parts of the city, commuting from here is very easy. read more Contact Owner View Phone No. Share Feedback Owner Rohit",2,Ready_to_move,Resale,Builder_Floor,12500000
650,2,2,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,,Ready_to_move,Resale,Apartment,2750000
405,1,1,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,,Ready_to_move,New_Property,Apartment,1500000
850,2,2,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,2800000
800,3,3,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,4500000
855,2,2,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,1,Ready_to_move,Resale,Builder_Floor,4000000
405,1,1,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,1600000
500,1,2,Semi-Furnished,Mehrauli,South Delhi,Mehrauli,1,Ready_to_move,Resale,Apartment,2100000
1250,3,2,Semi-Furnished,Mehrauli,South Delhi,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,1,Ready_to_move,Resale,Apartment,6500000
1300,3,3,Semi-Furnished,Mehrauli,South Delhi,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",2,Ready_to_move,New_Property,Builder_Floor,7000000
3000,4,5,Semi-Furnished,Saket,South Delhi,"Metrotech Builder Floors, Saket",3,Ready_to_move,New_Property,Builder_Floor,75000000
1350,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,21000000
1250,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,20000000
1000,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,19500000
1600,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,20000000
1350,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,21000000
1250,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,New_Property,Apartment,20000000
1000,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,19500000
1600,3,3,Semi-Furnished,Alaknanda,South Delhi,"Narmada Apartment, Alaknanda",2,Ready_to_move,Resale,Apartment,20000000
4500,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,60000000
1800,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,65000000
4500,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,75000000
1600,3,3,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,Resale,Apartment,40000000
2100,4,5,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,56000000
1500,3,3,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,60000000
3500,4,5,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,58000000
2000,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,3,Ready_to_move,New_Property,Builder_Floor,70000000
4500,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,Resale,Builder_Floor,70000000
1400,3,3,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,50000000
2800,4,5,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,New_Property,Builder_Floor,75000000
4500,4,4,Semi-Furnished,Friends Colony,South Delhi,New Friends Colony,2,Ready_to_move,Resale,Builder_Floor,55000000
2700,4,4,Semi-Furnished,Friends Colony,South Delhi,"New Friends Colony Floors, New Friends Colony",2,Ready_to_move,New_Property,Builder_Floor,52500000
4350,4,6,Semi-Furnished,Hauz Khas,South Delhi,"Orchid Metropolis, Hauz Khas",2,Ready_to_move,New_Property,Apartment,135000000
1100,3,2,Semi-Furnished,Sheikh Sarai,South Delhi,"Panchsheel Vihar, Sheikh Sarai",1,Ready_to_move,New_Property,Builder_Floor,6000000
900,3,2,Semi-Furnished,Saket,South Delhi,"Press Enclave Society, Saket",1,Ready_to_move,Resale,Apartment,24000000
1500,3,3,Semi-Furnished,Alaknanda,South Delhi,"Project Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,21000000
1500,3,3,Semi-Furnished,Alaknanda,South Delhi,"Project Gangotri Enclave, Alaknanda",2,Ready_to_move,Resale,Apartment,21000000
1800,4,4,Semi-Furnished,Saket,South Delhi,"Project Paryavaran Complex, Saket",1,Ready_to_move,Resale,Builder_Floor,12500000
1450,3,3,Semi-Furnished,Saket,South Delhi,"RWA Flats, Saket",1,Almost_ready,New_Property,Builder_Floor,34000000
1500,3,2,Semi-Furnished,Saket,South Delhi,"RWA Flats, Saket",2,Ready_to_move,Resale,Apartment,21500000
1700,3,3,Semi-Furnished,Saket,South Delhi,"RWA Flats, Saket",2,Ready_to_move,New_Property,Builder_Floor,29000000
3600,4,4,Semi-Furnished,Hauz Khas,South Delhi,"Safdarjung Development Area, Hauz Khas",2,Almost_ready,New_Property,Builder_Floor,65000000
1250,3,3,Semi-Furnished,Hauz Khas,South Delhi,"Safdarjung Development Area, Hauz Khas",1,Ready_to_move,Resale,Builder_Floor,24000000
1450,3,3,Semi-Furnished,Hauz Khas,South Delhi,"Safdarjung Development Area, Hauz Khas",1,Ready_to_move,New_Property,Builder_Floor,45000000
1700,4,3,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,29500000
2600,4,4,Semi-Furnished,Saket,South Delhi,Saket,3,Ready_to_move,New_Property,Builder_Floor,75000000
3000,4,5,Semi-Furnished,Saket,South Delhi,Saket,4,Ready_to_move,New_Property,Builder_Floor,75000000
2050,4,4,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,New_Property,Builder_Floor,47500000
1500,3,2,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,New_Property,Builder_Floor,28500000
1300,3,3,Semi-Furnished,Saket,South Delhi,Saket,3,Ready_to_move,Resale,Builder_Floor,22500000
2100,3,4,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,25000000
2250,4,4,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,33700000
1500,3,3,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,Resale,Builder_Floor,27000000
2700,4,4,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,New_Property,Builder_Floor,43500000
1700,3,3,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,30000000
2050,4,4,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,New_Property,Apartment,52100000
1500,3,2,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,Resale,Apartment,20500000
2000,4,3,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,Resale,Apartment,25000000
1500,3,3,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,30000000
24300,4,5,Semi-Furnished,Saket,South Delhi,Saket,2,Ready_to_move,Resale,Builder_Floor,51000000
2475,4,4,Semi-Furnished,Saket,South Delhi,Saket,1,Ready_to_move,Resale,Builder_Floor,31000000
1800,3,3,Semi-Furnished,Saket,South Delhi,"Saket Court Residential Complex, Saket",2,Ready_to_move,Resale,Apartment,23000000
1700,3,3,Semi-Furnished,Hauz Khas,South Delhi,"Sarva Priya Apartment, Hauz Khas carpet area 1700 sqft status Ready to Move floor 1 out of 7 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park society Sarva Priya Apartment car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold desperarte sale ,its clear tile, proper cross ventilation ,proper an matter for one week ,crystle sunlight found, and air,ICIC BANK LOAN APPROVAL, good to see , have lucky chance to get such a reraly rare property read more Contact Agent View Phone No. Share Feedback Agent New Capital Properties 1000+ Buyers Served",1,Ready_to_move,Resale,Apartment,36500000
585,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,4000000
600,3,2,Semi-Furnished,Sheikh Sarai,South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,8000000
855,3,2,Semi-Furnished,Sheikh Sarai,South Delhi,"Savitri Nagar Village, Sheikh Sarai",1,Ready_to_move,Resale,Builder_Floor,6500000
1250,2,4,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai,1,Ready_to_move,Resale,Builder_Floor,19000000
1600,3,3,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,New_Property,Builder_Floor,21000000
1600,3,3,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Builder_Floor,22500000
1800,3,4,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,19000000
1300,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,16000000
850,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,13500000
1650,3,3,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Builder_Floor,22500000
1250,2,1,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,17500000
1500,3,3,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Builder_Floor,22500000
1100,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,1,Ready_to_move,Resale,Apartment,12500000
1400,3,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,19000000
1300,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,15500000
1100,2,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,13500000
1600,3,3,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 1,2,Ready_to_move,Resale,Apartment,21000000
810,3,2,Semi-Furnished,Sheikh Sarai,South Delhi,Sheikh Sarai Phase 2,1,Ready_to_move,Resale,Builder_Floor,7500000
980,2,2,Semi-Furnished,Alaknanda,South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,13800000
1400,3,2,Semi-Furnished,Alaknanda,South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Builder_Floor,26000000
980,2,2,Semi-Furnished,Alaknanda,South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Apartment,13800000
1400,3,2,Semi-Furnished,Alaknanda,South Delhi,"Shivalik Apartments, Alaknanda",2,Ready_to_move,Resale,Builder_Floor,26000000
1400,3,3,Semi-Furnished,Malviya Nagar,South Delhi,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,34000000
1350,3,3,Semi-Furnished,Malviya Nagar,South Delhi,"Shivalik, Malviya Nagar",2,Ready_to_move,New_Property,Builder_Floor,30000000
1400,3,3,Semi-Furnished,Malviya Nagar,South Delhi,"Shivalik, Malviya Nagar",1,Ready_to_move,New_Property,Builder_Floor,30000000
2800,6,4,Semi-Furnished,Friends Colony,South Delhi,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2,Ready_to_move,Resale,Apartment,29500000
1800,4,2,Semi-Furnished,Alaknanda,South Delhi,"Tara Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,21500000
1800,4,2,Semi-Furnished,Alaknanda,South Delhi,"Tara Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,21500000
360,2,1,Semi-Furnished,Mahavir Enclave,South Delhi,"Vijay Enclave, Mahavir Enclave",1,Ready_to_move,New_Property,Apartment,2200000
1080,3,2,Semi-Furnished,Lajpat Nagar,South Delhi,"Vikram Vihar, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,22500000
1000,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,"Vikram Vihar, Lajpat Nagar",1,Ready_to_move,New_Property,Builder_Floor,22000000
1150,3,3,Semi-Furnished,Lajpat Nagar,South Delhi,"Vikram Vihar, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,24000000
750,2,2,Semi-Furnished,Lajpat Nagar,South Delhi,"Vinoba Puri, Lajpat Nagar",2,Ready_to_move,New_Property,Builder_Floor,11500000
1300,2,2,Semi-Furnished,Alaknanda,South Delhi,"Yamuna Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,15000000
1300,2,2,Semi-Furnished,Alaknanda,South Delhi,"Yamuna Apartment, Alaknanda",1,Ready_to_move,Resale,Apartment,15000000
1200,10,4,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,Apartment,17000000
1250,3,2,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,Apartment,16000000
1350,3,3,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,Apartment,14000000
1300,3,2,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,Apartment,17000000
1150,2,2,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1150 sqft status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 3 ownership Freehold 2 BHK flat available for sale in sarita vihar excellent interiors flooring in all bedrooms complete wood work modular kitchen beautiful bathrooms extremely well maintained ample parking space read more Contact Agent View Phone No. Share Feedback Lavish Associates Certified Agent Trusted by Users Genuine Listings Market Knowledge",2,Ready_to_move,Resale,Apartment,10800000
1600,4,2,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 2 ownership Freehold For sale First second third duplex in sarita vihar DDA Flates . this house free hold property clear titel . this flate well maintained and spacious peacefull location . no issue light water and parking read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",2,Ready_to_move,Resale,Apartment,15800000
1600,4,2,Semi-Furnished,Sarita Vihar,South East Delhi,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor Ground out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Main Road society DDA Flats car parking 1 Open bathroom 2 balcony 2 ownership Freehold For slae Ground First Duplex in sarita vihar .posh locality in south delhi DDa coloney . This house spacious 4 bedrooms with 2 washrooms drawing and dinning . free hold proerty clear titel . near by all amnites . well develop location . read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",1,Ready_to_move,Resale,Apartment,15500000
900,2,2,Semi-Furnished,Kalkaji,South East Delhi,"Dda Janta Flats, Kalkaji",2,Ready_to_move,Resale,Apartment,6500000
1150,2,3,Semi-Furnished,Kalkaji,South East Delhi,"Deshbandhu Apartments, Kalkaji",2,Ready_to_move,Resale,Apartment,16100000
900,3,2,Semi-Furnished,Kalkaji,South East Delhi,"Giri Nagar, KalkaJi",2,Ready_to_move,Resale,Apartment,6600000
500,2,2,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,3300000
700,2,2,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,3800000
900,3,3,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,7000000
950,3,2,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Apartment,8000000
1000,3,3,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",2,Ready_to_move,New_Property,Apartment,8600000
1800,3,3,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",2,Ready_to_move,Resale,Builder_Floor,14000000
900,3,3,Semi-Furnished,Kalkaji,South East Delhi,"Govindpuri Extension, Kalkaji",1,Ready_to_move,New_Property,Builder_Floor,6800000
1260,3,3,Semi-Furnished,Kalkaji,South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,16500000
1300,3,3,Semi-Furnished,Kalkaji,South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,21000000
1600,3,3,Semi-Furnished,Kalkaji,South East Delhi,Kalkaji,2,Ready_to_move,Resale,Builder_Floor,26000000
810,2,2,Semi-Furnished,Kalkaji,South East Delhi,Kalkaji,1,Ready_to_move,New_Property,Builder_Floor,14000000
1000,2,3,Semi-Furnished,Kalkaji,South East Delhi,Kalkaji Extention,1,Ready_to_move,Resale,Apartment,11000000
1000,2,2,Semi-Furnished,Kalkaji,South East Delhi,"Kalkaji super area 1000 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 2 balcony 2 ownership Freehold Very beautiful 3 bedroom with attached washroom , drawing dining , modular kitchen , ac , servant room , power backup, powder room, separate underground and overhead water tanks, walking distance to market , easy access to ring road . For more details and site visit please contact cosmo properties. read more Contact Agent View Phone No. Share Feedback Agent Zee Associates",1,Ready_to_move,Resale,Builder_Floor,18000000
800,2,2,Semi-Furnished,Kalkaji,South East Delhi,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",1,Ready_to_move,Resale,Builder_Floor,8000000
1350,3,2,Semi-Furnished,Kalkaji,South East Delhi,"Nehru Enclave, Kalkaji",1,Ready_to_move,Resale,Builder_Floor,17500000
1800,3,3,Semi-Furnished,Kalkaji,South East Delhi,"Nehru Enclave, Kalkaji",1,Ready_to_move,Resale,Builder_Floor,26000000
1300,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,New_Property,Builder_Floor,32500000
150,2,1,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,Apartment,2000000
600,2,2,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Arjun Nagar, Safdarjung Enclave",1,Ready_to_move,Resale,Builder_Floor,4700000
810,2,2,Semi-Furnished,Safdarjung Enclave,South West Delhi,Krishna Nagar-Safdarjung Enclave,1,Ready_to_move,Resale,Builder_Floor,8500000
900,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Krishna Nagar-Safdarjung Enclave,1,Ready_to_move,New_Property,Builder_Floor,12500000
1800,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,,Ready_to_move,New_Property,Builder_Floor,37500000
1500,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,4,Ready_to_move,New_Property,Builder_Floor,37500000
2100,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,3,Ready_to_move,New_Property,Builder_Floor,55000000
1800,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,2,Ready_to_move,New_Property,Builder_Floor,87500000
1550,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,1,Ready_to_move,New_Property,Builder_Floor,38000000
1600,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,2,Ready_to_move,Resale,Builder_Floor,22500000
4000,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,1,Ready_to_move,Resale,Builder_Floor,72500000
972,2,2,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,1,Ready_to_move,Resale,Apartment,17000000
2250,4,5,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,2,Ready_to_move,New_Property,Builder_Floor,55000000
1650,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,1,Ready_to_move,New_Property,Builder_Floor,35000000
2250,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,3,Ready_to_move,New_Property,Builder_Floor,80000000
4200,4,5,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave,3,Ready_to_move,New_Property,Builder_Floor,74000000
1450,3,3,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Safdarjung Enclave carpet area 1450 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Park facing builder floor apartment available for sale in safderjung enclave, 3 bedroom with attached bathroom, drawing dinning, modular kitchen. the property is on the top floor of a four storey building with terrace right, servant quarter, 1 car parking in stilt. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes Realty 1000+ Buyers Served",1,Ready_to_move,Resale,Builder_Floor,37500000
2610,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,Safdarjung Enclave carpet area 290 sqyrd status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing West overlooking Main Road car parking 2 Open bathroom 4 balcony 3 ownership Freehold Opposite Deer Park.The property comes with independent Terrace. The area is centrally located and close to ring road which allows easy acess to all other areas.Renowned Delhi Lawn Tennis Association is within 10 minutes walking distance.Green park market is walkable distance. read more Contact Owner View Phone No. Share Feedback Owner Hemant pajankar,2,Ready_to_move,Resale,Builder_Floor,42500000
3250,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Safdarjung Enclave carpet area 3250 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Garden/Park, Main Road car parking 1 Covered bathroom 4 balcony 3 ownership Freehold Near Buy Green park Metro station. The location of the property is Awesome and Peaceful. The construction is very Highend and Very tasteful Done-up. The Same property is location on the FF. 4 Side corner read more Contact Agent Enquire Now Share Feedback Crisil Silver Agent Findahouse Real Estate Consultants LLP 2000+ Buyers Served",1,Ready_to_move,Resale,Builder_Floor,55000000
2200,4,4,Semi-Furnished,Safdarjung Enclave,South West Delhi,"Safdarjung Enclave super area 2200 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing South overlooking Main Road car parking 3 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold Newly Constructed Property Wide Road 450 Yards 2nd floor brand new 4 bhk attached bathrooms with full lighted and ventilated house.Most Valuable DealSEE TO BELIEVE read more Contact Agent View Phone No. Share Feedback Crisil Bronze Agent Panchsheel Homes 500+ Buyers Served",3,Ready_to_move,New_Property,Builder_Floor,52500000
650,1,2,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,Apartment,7400000
1075,2,2,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",2,Ready_to_move,New_Property,Apartment,12000000
1300,3,3,Semi-Furnished,Vasant Kunj,South West Delhi,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,Apartment,21900000
